,0
0,127.99850957342171
1,6.453676243348187
2,46.00784572082383
3,82.02933874155354
4,7.1874820305038885
5,267.86294241173346
6,-2.096936898436779
7,5.448991445617439
8,1.5392378542906113
9,-1.0881807180726752
10,37.00256095433752
11,34.19258255589087
12,19.00284118586269
13,14.000696916623692
14,-0.0020747522665583475
15,7.483339020750235
16,198.99895492092816
17,30.58039804484222
18,58.61161657121066
19,1.0221576222230422
20,50.49259119102231
21,49.99843394538032
22,6.0008771113857575
23,43.99904856081985
24,-0.00036158669923840427
25,1.0930444770863803
26,4.622975192368913
27,55.35079908154983
28,187.00047307069337
29,327.6272884825021
30,239.93643853727679
31,110.92422252600547
32,141.99829721356883
33,22.001104372591897
34,1.99937706161933
35,-0.00040366886336651097
36,96.99951673518628
37,177.99998171199474
38,0.5509730087042769
39,-0.0009744551105401398
40,170.9992085579084
41,92.34666923024234
42,15.999339761974438
43,164.4876829214219
44,0.0024499954092371823
45,-0.00042084561681931534
46,83.93811437355484
47,9.48607604982229
48,24.000952878991814
49,143.37159098077476
50,75.00137237831382
51,2.0029982446161574
52,25.54600510505923
53,264.9990650997051
54,1.0000920272125007
55,1.9990626007383132
56,94.0004284651264
57,0.5188896248571169
58,-0.6475712589047905
59,291.9993746413689
60,0.0013885206607788698
61,0.0007093727850827072
62,0.9999282895462004
63,52.36540278451938
64,75.99775889287672
65,55.840321910646935
66,296.99991092242186
67,131.5814894350035
68,232.47362093486083
69,28.712228947949075
70,122.98122801829705
71,-0.00043625291831709835
72,26.719871313006102
73,479.9997674098828
74,241.01559885998225
75,51.78010160511508
76,-0.9000295745480394
77,199.55921695497065
78,0.00037832134580014496
79,4.64878146980195
80,12.157572796642127
81,28.943145431987336
82,6.224605849104405
83,4.653278290873477
84,203.9334169149696
85,5.388866651051128
86,-0.0004325915829025618
87,122.81919170521172
88,42.22033179373367
89,107.84789695085993
90,157.99901716193656
91,-0.0011204089151671311
92,130.8941580557368
93,118.9995779171384
94,237.99967130196
95,-0.0007421734565268249
96,423.97691382410886
97,2.2138121565761346
98,13.998606849188716
99,71.99938106516187
100,24.002941928303883
101,92.0004823384389
102,192.0000332720312
103,28.309629795053315
104,140.1435825337613
105,0.0009628794154533601
106,32.00079688143322
107,42.64897211473728
108,55.89914431466366
109,148.0012538494389
110,69.71226751175693
111,3.870506659284769
112,0.4780841045498935
113,38.99921909969336
114,12.453783038412112
115,209.99765690469653
116,21.996765991899913
117,51.00138076169549
118,177.95619643981252
119,2.8422394891903107
120,21.526371313397146
121,50.46048475457665
122,0.0022815459076415876
123,69.99746622456745
124,11.969034667968005
125,62.93626134457617
126,345.00005302447767
127,116.9992760698907
128,-8.924374323232332
129,19.000570496068114
130,283.00080273341166
131,308.00022923668894
132,120.00074260271728
133,13.999065629462503
134,-2.8543891537053486e-05
135,-4.8729115933322085
136,86.9970313679323
137,111.21180218711176
138,16.001148983205717
139,-0.4607406284065917
140,147.9992355788136
141,-11.68064221180943
142,6.000452255740403
143,204.99871368993956
144,0.5216677003130407
145,195.9998744827155
146,-0.0013143402693153855
147,69.00183590545883
148,0.002722129529922418
149,30.15168409363421
150,20.334175133473543
151,17.99984809869102
152,58.16748380199511
153,103.32492287893177
154,321.2389989900333
155,5.99967817555788
156,-0.0012849626422518023
157,2.999395405359483
158,262.9982374280297
159,215.4983870263028
160,0.00024180616517637866
161,0.0008908295828525547
162,186.9993588434596
163,5.326763754114786
